Department,District,Block
Mandal Praja Parishad Cherial,Siddipet,Cherial
Mandal Praja Parishad Chinnakodur,Siddipet,Chinnakodur
Mandal Praja Parishad Dhoolmitta,Siddipet,Dhoolmitta
Mandal Praja Parishad Doulthabad,Siddipet,Doulthabad
Mandal Praja Parishad Dubbak,Siddipet,Dubbak
Mandal Praja Parishad Gajwel,Siddipet,Gajwel
Mandal Praja Parishad Husnabad,Siddipet,Husnabad
Mandal Praja Parishad Inavolu,Siddipet,Inavolu
Mandal Praja Parishad Jagadevpur,Siddipet,Jagadevpur
Mandal Praja Parishad Koheda,Siddipet,Koheda
Mandal Praja Parishad Komuravelly,Siddipet,Komuravelly
Mandal Praja Parishad Kondapak,Siddipet,Kondapak
Mandal Praja Parishad Kukunoorpally,Siddipet,Kukunoorpally
Mandal Praja Parishad Maddur,Siddipet,Maddur
Mandal Praja Parishad Markook,Siddipet,Markook
Mandal Praja Parishad Mirdoddi,Siddipet,Mirdoddi
Mandal Praja Parishad Mulugu,Siddipet,Mulugu
Mandal Praja Parishad Nangunoor,Siddipet,Nangunoor
Mandal Praja Parishad Narayanraopet,Siddipet,Narayanraopet
Mandal Praja Parishad Raipole,Siddipet,Raipole
Mandal Praja Parishad Siddipet ( R),Siddipet,Siddipet (Rural)
Mandal Praja Parishad Siddipet (U),Siddipet,Siddipet (Urban)
Mandal Praja Parishad Thoguta,Siddipet,Thoguta
Mandal Praja Parishad Wargal,Siddipet,Wargal
"MedicalSuperintendent, Area Hospital, Jadcherla",Mahabubnagar,Jadcherla
"Mines & Geology Department, Jangaon",Jangaon,NA
"Mines & Geology Department,Kamareddy",Kamareddy,NA
"Mines & Geology Department,Mulugu",Mulugu,NA
"Mines & Geology waddepally, Hanamkonda",Hanamkonda,NA
Mines and Geology,,NA
"Mines and Geology Department, Mahabubnagar",Mahabubnagar,NA
"Mines and Geology Department,Khammam",Khammam,NA
"Mines and Geology Department,Medak",Medak,NA
"Mines and Geology Department,Naspur",Naspur,NA
"Mines&Geology Department,,Rajanna Sircilla",Rajanna Sircilla,NA
"Mines&Geology department,kothagudem",Bhadradri Kothagudem,NA
"Minoriteis Welfare Department,Khammam",Khammam,NA
"Minorities Welfare Department, Jangaon",Jangaon,NA
"Minorities welfare Department,kothagudem",Bhadradri Kothagudem,NA
"Minorities WelfareDepartment,Kamareddy",Kamareddy,NA
"Minorities WelfareDepartment,Naspur",Naspur,NA
"Minority Welfare Department,Medak",Medak,NA
"Mission for Elimination of Poverty in Municipal Area(MEPMA),Karimnagar",NA,NA
"Municipal Adiministration& Urban Development, Ghanpur (Stn)",Ghanpur (Stn),
"Municipal Adiministration& Urban Development, Jangaon",Jangaon,
"Municipal Administartion &Uran Development Department, Wardhannapet",Wardhannapet,
Municipal Administration & Urban Development Alampur,,
"Municipal Administration & Urban Development Department,Palavancha",Bhadradri Kothagudem,Palavancha
"Municipal Administration & Urban Development Dept,mauguru",mauguru,mauguru
"Municipal Administration & Urban Development Dept.,kothagudem",Bhadradri Kothagudem,kothagudem
Municipal Administration & Urban Development Gadwal,Gadwal,
Municipal Administration & Urban Development Ieeja,Leeja,
"Municipal Administration & Urban Development, Tellapur, Sangareddy",Sangareddy,
"Municipal Administration & Urban Development, Zaheerabad Sangareddy",Sangareddy,
Municipal Administration &Urban Development Kyathanpally,Kyathanpally,
"Municipal Administration &Urban Development,Bellampally",Bellampally,
"Municipal Administration &Urban Development,Chennur",Chennur,
"Municipal Administration &Urban Development,Hyderabad",Hyderabad,
"Municipal Administration &Urban Development,Luxettipet",Luxettipet,
"Municipal Administration &Urban Development,Mancherial",Mancherial,
"Municipal Administration &Urban Development,Mandamarri",Mandamarri,
"Municipal Administration&Urban Development Department, Narsampet",Narsampet,
"Municipal Administration&Urban Development Department,Mahabubnagar",Mahabubnagar,
"Municipal Administration&Urban Development Department,Mulugu",Mulugu,
"Municipal Administration&Urban Development Department,Peddapalli",Peddapalli,
Municipal Administration&Urban Development(MEPMA) Kamareddy,Kamareddy,
"Municipal Administration&Urban Development, Kamareddy",Kamareddy,
"Municipal Administration&Urban Development, YELLAREDDY",YELLAREDDY,
"Municipal Administration&Urban Development, Banswada",Banswada,
"Municipal Administration&Urban Development,Makthal",Makthal,
"Municipal Administration&Urban Development,Medak",Medak,
"Municipal Administration&Urban Development,Narayanpet",Narayanpet,
"Municipal Administration&Urban Development,Ramayampet,Medak",Medak,
"Municipal Administration&Urban Development,Toopran",Toopran,
"MunicipalAdministration &Urban Development Department, Alampur",Alampur,
Northern Power Distribution Company of Telangana,NA,
O/o Department of co-operation,NA,
O/o Department of Co-operation,NA,
O/o District Veterinary & Animal Husbandry,NA,
O/o District veterinery & animal husbandary,NA,
"O/o Superintending Engineer, Irrigation Circle, Kalluru, Khammam",Khammam,na
O/o Tahsildar Damera Mandal Hanumakonda District,Hanamkonda,Damera
O/o Tahsildar Mahadevpur Mandal Jayashankar Bhupalapally District,Jayashankar Bhupalapally,Mahadevpur
"O/o Tahsildar, ghanpur(M)",NA,ghanpur(M)
"O/o Tahsildar, Kataram Mandal Jayashankar Bhupalpally District",Jayashankar Bhupalapally,Kataram
"O/o Tahsildar, Kothapallygori Mandal Jayashankar Bhupalpally District",Jayashankar Bhupalapally,Kothapallygori
"O/o Tahsildar, Mahamutharam, Jayashankar Bhupalapally Dist",Jayashankar Bhupalapally,Mahamutharam
"O/o Tahsildar, Malharrao Mandal Jayashankar Bhupalpally District",Jayashankar Bhupalapally,Malharrao
"O/o Tahsildar, Mogullapally, Jayashankar Bhupalapally Dist",Jayashankar Bhupalapally,Mogullapally
"O/o Tahsildar, Tekumatla",NA,Tekumatla
"O/o the Assistant Civil Supply Offier, Secunderabad Circle",Secunderabad Circle,NA
"O/o. The Superintending Engineer, Irrigation Circle, Khammam",Khammam,NA
"O/oTahsildar, Tekumatla",Tekumatla,NA
"Office of the Asst. Labour Offficer, Madak",Madak,NA
Office of the Asst. Labour Officer Suryapet,Suryapet,NA
"Office of the Asst. Labour officer, Bhongir",Bhongir,NA
"Office of the Asst. Labour Officer, Kodad",Kodad,NA
Office of the Chief Planning Officer Hyderabad District,Hyderabad,NA
"Office of the Deputy Commissioner of Labour, Mahabubnagar",Mahabubnagar,NA
"OFFICE OF THE DISTRICT AUDIT OFFICER, STATE AUDIT,MANCHERIAL",Mancherial,NA
Office of the District Telangana State Housing Corporation Ltd Jagtial,Jagtial,NA
Panchayat Raj,,
"Panchayat Raj & Rural (DYEE PR SD Ghattu), Jogulamba Gadwal",Jogulamba Gadwal,Ghattu
"Panchayat Raj & Rural (DYEE PR SD Manopad), Jogulamba Gadwal",Jogulamba Gadwal,Manopad
Panchayat Raj & Rural (PIU Division) Gadwal,Jogulamba Gadwal,NA
"Panchayat Raj & Rural Development Department, Sangareddy",Sangareddy,NA
"Panchayat Raj & Rural Development Department, Alampur",Jogulamba Gadwal,Alampur
"Panchayat Raj & Rural Development Department, Andole, Sangareddy",Sangareddy,Andole
"Panchayat Raj & Rural Development Department, Chowtakur, Sangareddy",Sangareddy,Choutkur
"Panchayat Raj & Rural Development Department, Dharur",Vikarabad,Dharur
"Panchayat Raj & Rural Development Department, Gadwal",Jogulamba Gadwal,Gadwal
"Panchayat Raj & Rural Development Department, Gattu",Jogulamba Gadwal,Ghattu
"Panchayat Raj & Rural Development Department, Gummadidala, Sangareddy",Sangareddy,Gummadidala
"Panchayat Raj & Rural Development Department, Hathnoora, Sangareddy",Sangareddy,Hathnoora
"Panchayat Raj & Rural Development Department, Ieeja",Jogulamba Gadwal,Ieeja
"Panchayat Raj & Rural Development Department, Jharasangam, Sangareddy",Sangareddy,Jharasangam
"Panchayat Raj & Rural Development Department, Jinnaram, Sangareddy",Sangareddy,Jinnaram
"Panchayat Raj & Rural Development Department, Kalher, Sangareddy",Sangareddy,Kalher
"Panchayat Raj & Rural Development Department, Kandi, Sangareddy",Sangareddy,Kandi
"Panchayat Raj & Rural Development Department, Kangti, Sangareddy",Sangareddy,Kangti
"Panchayat Raj & Rural Development Department, Kohir, Sangareddy",Sangareddy,Kohir
"Panchayat Raj & Rural Development Department, Kondapur, Sangareddy",Sangareddy,Kondapur
"Panchayat Raj & Rural Development Department, KT Doddi",Narayanpet,Krishna (KT Doddi)
"Panchayat Raj & Rural Development Department, Maldakal",Jogulamba Gadwal,Maldakal
"Panchayat Raj & Rural Development Department, Manoor, Sangareddy",Sangareddy,Manoor
"Panchayat Raj & Rural Development Department, Manopad",Jogulamba Gadwal,Manopad
"Panchayat Raj & Rural Development Department, Mogudampally, Sangareddy",Sangareddy,Mogudampally
"Panchayat Raj & Rural Development Department, Munipally, Sangareddy",Sangareddy,Munipally
"Panchayat Raj & Rural Development Department, Nagalgidda, Sangareddy",Sangareddy,Nagalgidda
"Panchayat Raj & Rural Development Department, Narayankhed, Sangareddy",Sangareddy,Narayankhed
"Panchayat Raj & Rural Development Department, Nizampet, Sangareddy",Sangareddy,Nizampet
"Panchayat Raj & Rural Development Department, Nyalkal, Sangareddy",Sangareddy,Nyalkal
"Panchayat Raj & Rural Development Department, Patancheru, Sangareddy",Sangareddy,Patancheru
"Panchayat Raj & Rural Development Department, Pulkal, Sangareddy",Sangareddy,Pulkal
"Panchayat Raj & Rural Development Department, Raikode, Sangareddy",Sangareddy,Raikode
"Panchayat Raj & Rural Development Department, Rajoli",Jogulamba Gadwal,Rajoli
"Panchayat Raj & Rural Development Department, Sadashivapet, Sangareddy",Sangareddy,Sadashivpet
"Panchayat Raj & Rural Development Department, Sirgapur, Sangareddy",Sangareddy,Sirgapur
"Panchayat Raj & Rural Development Department, Undavelly",Jogulamba Gadwal,Undavelli
"Panchayat Raj & Rural Development Department, Waddepally",Jogulamba Gadwal,Waddepally
"Panchayat Raj & Rural Development Department, Watpally, Sangareddy",Sangareddy,Watpally
"Panchayat Raj & Rural Development Department, Zaheerabad, Sangareddy",Sangareddy,Zaheerabad
"Panchayat Raj & Rural Development Department,Ameenpur, Sangareddy",Sangareddy,Ameenpur
"Panchayat Raj & Rural Development Department,Hyderabad",Hyderabad,NA
Panchayat Raj & Rural Development( Mission Bhagiratha-Intra) Medak,Medak,NA
Panchayat Raj & Rural Development(Mandal Praja Parishad ) Nagireddypet,Kamareddy,Nagireddypet
Panchayat Raj & Rural Development(Mandal Praja Parishad )Bhiknoor,Kamareddy,Bhiknoor
Panchayat Raj & Rural Development(Mandal Praja Parishad )Bibipet,Kamareddy,Bibipet
Panchayat Raj & Rural Development(Mandal Praja Parishad )Bichkunda,Kamareddy,Bichkunda
Panchayat Raj & Rural Development(Mandal Praja Parishad )Lingampet,Kamareddy,Lingampet
Panchayat Raj & Rural Development(Mandal Praja Parishad )Nizamsagar,Kamareddy,Nizamsagar
Panchayat Raj & Rural Development(Mandal Praja Parishad) Domakonda,Kamareddy,Domakonda
Panchayat Raj & Rural Development(Mandal Praja Parishad) Machareddy,Kamareddy,Machareddy
Panchayat Raj & Rural Development(Mandal Praja Parishad) Madnoor,Kamareddy,Madnoor
Panchayat Raj & Rural Development(Mandal Praja Parishad) Rajampet,Kamareddy,Rajampet
Panchayat Raj & Rural Development(Mandal Praja Parishad) Yellareddy,Kamareddy,Yellareddy
"Panchayat Raj & Rural Development(Mandal Praja Parishad), Banswada",Kamareddy,Banswada
"Panchayat Raj & Rural Development(Mandal Praja Parishad), Jukkal",Kamareddy,Jukkal
"Panchayat Raj & Rural Development(Mandal Praja Parishad), Ramareddy",Kamareddy,Ramareddy
Panchayat Raj & Rural Development(Mandal Praja Parishad)Sadashivanagar,Kamareddy,Sadashivanagar
"Panchayat Raj & Rural Development(Mandal Praja Parishad,)Nasrullabad",Kamareddy,Nasrullabad
Panchayat Raj & Rural Development(Mandala praja parishad )Gandhari,Kamareddy,Gandhari
Panchayat Raj & Rural Development(MPDO) Birkoor,Kamareddy,Birkoor
Panchayat Raj & Rural Development(MPP )Regode,Medak,Regode
Panchayat Raj & Rural Development(MPP) Alladurg,Medak,Alladurg
Panchayat Raj & Rural Development(MPP) CHEGUNTA,Medak,Chegunta
Panchayat Raj & Rural Development(MPP) Chilipiched,Medak,Chilipched
Panchayat Raj & Rural Development(MPP) Kowdipally,Medak,Kowdipally
Panchayat Raj & Rural Development(MPP) Kulcharam,Medak,Kulcharam
Panchayat Raj & Rural Development(MPP) MANOHARABAD,Medak,Manoharabad
Panchayat Raj & Rural Development(MPP) Medak,Medak,Medak
Panchayat Raj & Rural Development(MPP) NARSAPUR,Medak,Narsapur
Panchayat Raj & Rural Development(MPP) NARSINGI,Medak,Narsingi
Panchayat Raj & Rural Development(MPP) Nizampet,Medak,Nizampet
Panchayat Raj & Rural Development(MPP) Papannapet,Medak,Papannapet
Panchayat Raj & Rural Development(MPP) Ramayampet,Medak,Ramayampet
Panchayat Raj & Rural Development(MPP) Shankarampet (R),Medak,Shankarampet (R)
Panchayat Raj & Rural Development(MPP) Shankarampet A,Medak,Shankarampet (A)
Panchayat Raj & Rural Development(MPP) SHIVAMPET,Medak,Shivampet
Panchayat Raj & Rural Development(MPP) Tekmal,Medak,Tekmal
Panchayat Raj & Rural Development(MPP) Toopran,Medak,Toopran
Panchayat Raj & Rural Development(MPP) YELDURTHY,Medak,Yeldurthy
Panchayat Raj & Rural Development(MPP)Haveli Ghanapur,Medak,Haveli Ghanpur
Panchayat Raj & Rural Development(Zilla Parishad )medak,Medak,NA
Panchayat Raj & Rural Development(Zilla Praja Parisahad )Kamareddy,Kamareddy,NA
"Panchayat Raj & Rural Development, (PIU) Division Kamareddy",Kamareddy,NA
"Panchayat Raj & Rural Development, Dongli",Kamareddy,Dongli
"Panchayat Raj & Rural Development, Palwancha",Bhadradri Kothagudem,Palwancha
"Panchayat Raj & Rural Development, PEDDA KODAPGAL",Kamareddy,Pedda Kodapgal
"Panchayat Raj & Rural Development, Tadwai",Kamareddy,Tadwai
"Panchayat Raj & Rural Development,Medak",Medak,NA
"Panchayat Raj & Rural Development,medak",Medak,NA
"Panchayat Raj & Rural(Zilla Praja Parishad)Department,Jagtial",Jagtial,NA
"Panchayat Raj & Rurla(Engineering) Department, Peddapally",Peddapalli,NA
"Panchayat Raj &Rural Development Department, Vikarabad",Vikarabad,NA
Panchayat Raj &Rural development dept(MPP) Mulakalapally,Bhadradri Kothagudem,Mulakalapally
"Panchayat Raj &Rural development dept,DRDA kothagudem",Bhadradri Kothagudem,NA
"Panchayat Raj &Rural development dept,MPP",Bhadradri Kothagudem,NA
"Panchayat Raj &Rural development dept,MPP Laxmidevipally",Bhadradri Kothagudem,Laxmidevipally
"Panchayat Raj &Rural development dept,MPP ,PIU Divsion,Kothagudem",Bhadradri Kothagudem,NA
"Panchayat Raj &Rural development dept,MPP . Yellandu",Bhadradri Kothagudem,Yellandu
"Panchayat Raj &Rural development dept,MPP Allapally",Bhadradri Kothagudem,Allapalli
"Panchayat Raj &Rural development dept,MPP Annapureddipalli",Bhadradri Kothagudem,Annapureddypalli
"Panchayat Raj &Rural development dept,MPP Aswapuram",Bhadradri Kothagudem,Aswapuram
"Panchayat Raj &Rural development dept,MPP Aswaraopeta",Bhadradri Kothagudem,Aswaraopeta
"Panchayat Raj &Rural development dept,MPP Burgampahad",Bhadradri Kothagudem,Burgampahad
"Panchayat Raj &Rural development dept,MPP chandrugonda",Bhadradri Kothagudem,Chandrugonda
"Panchayat Raj &Rural development dept,MPP Charla",Bhadradri Kothagudem,Charla
"Panchayat Raj &Rural development dept,MPP Chunchupalli",Bhadradri Kothagudem,Chunchupalli
"Panchayat Raj &Rural development dept,MPP Dammapeta",Bhadradri Kothagudem,Dammapeta
"Panchayat Raj &Rural development dept,MPP Gundala",Bhadradri Kothagudem,Gundala
"Panchayat Raj &Rural development dept,MPP Julurpadu",Bhadradri Kothagudem,Julurpad
"Panchayat Raj &Rural development dept,MPP kothagudem",Bhadradri Kothagudem,Kothagudem
"Panchayat Raj &Rural development dept,MPP kothagudem,District Panchaya",Bhadradri Kothagudem,Kothagudem
"Panchayat Raj &Rural development dept,MPP Manuguru",Bhadradri Kothagudem,Manuguru
"Panchayat Raj &Rural development dept,MPP palvancha",Bhadradri Kothagudem,Palwancha
"Panchayat Raj &Rural development dept,MPP PINAPAKA",Bhadradri Kothagudem,Pinapaka
"Panchayat Raj &Rural development dept,MPP Sujathnagar",Bhadradri Kothagudem,Sujathanagar
"Panchayat Raj &Rural development dept,MPP Tekulapally",Bhadradri Kothagudem,Tekulapalli
"PANCHAYAT RAJ , Damera",Hanumakonda,Damera
"Panchayat Raj and Rural Development Department(DRDA)Anthepally,medchal",Medchal–Malkajgiri,NA
Panchayat Raj and Rural Development Dept(Zilla PrajaParishad)Vikarabad,Vikarabad,NA
Panchayat Raj and Rural Development(Mandal Praja Parishad) Bellampalli,Mancherial,Bellampalli
Panchayat Raj and Rural Development(Mandal Praja Parishad) Dandepally,Mancherial,Dandepally
Panchayat Raj and Rural Development(Mandal Praja Parishad) Hajipur,Mancherial,Hajipur
Panchayat Raj and Rural Development(Mandal Praja Parishad) Jannaram,Mancherial,Jannaram
Panchayat Raj and Rural Development(Mandal Praja Parishad) Mandamarri,Mancherial,Mandamarri
Panchayat Raj and Rural Development(Mandal Praja Parishad) Tandur,Mancherial,Tandur
Panchayat Raj and Rural Development(Mandal Praja Parishad)Bheemaram,Mancherial,Bheemaram
Panchayat Raj and Rural Development(Mandal Praja Parishad)Bheemini,Mancherial,Bheemini
Panchayat Raj and Rural Development(Mandal Praja Parishad)Chennur,Mancherial,Chennur
Panchayat Raj and Rural Development(Mandal Praja Parishad)Jaipur,Mancherial,Jaipur
Panchayat Raj and Rural Development(Mandal Praja Parishad)Kannepally,Mancherial,Kannepalli
Panchayat Raj and Rural Development(Mandal Praja Parishad)Kasipet,Mancherial,Kasipet
Panchayat Raj and Rural Development(Mandal Praja Parishad)Kotapally,Mancherial,Kotapalli
Panchayat Raj and Rural Development(Mandal Praja Parishad)Nennel,Mancherial,Nennel
Panchayat Raj and Rural Development(Mandal Praja Parishad)Vemanpally,Mancherial,Vemanpalli
